PSC,obec,okres
434 01,Malé Březno,Most
342 01,Strašín,Klatovy
582 76,Maleč,Havlíčkův Brod
373 41,Sedlec,České Budějovice
294 30,Rokytovec,Mladá Boleslav
798 49,Malé Hradisko,Prostějov
756 06,Velké Karlovice,Vsetín
273 51,Malé Kyšice,Kladno
397 01,Dobev,Písek
387 06,Malenice,Strakonice
739 11,Malenovice,Frýdek-Místek
798 44,Stražisko,Prostějov
273 51,Malé Přítočno,Kladno
100 00,Praha,Hlavní město Praha
108 00,Praha,Hlavní město Praha
373 48,Dříteň,České Budějovice
285 41,Malešov,Kutná Hora
411 08,Hoštka,Litoměřice
664 65,Malešovice,Brno-venkov
664 64,Malešovice,Brno-venkov
542 34,Malé Svatoňovice,Trutnov
592 65,Rovečné,Žďár nad Sázavou
533 16,Malé Výkleky,Pardubice
410 02,Malé Žernoseky,Litoměřice
666 03,Malhostovice,Brno-venkov
753 53,Malhotice,Přerov
412 01,Malíč,Litoměřice
571 01,Malíkov,Svitavy
377 01,Horní Pěna,Jindřichův Hradec
683 33,Malínky,Vyškov
539 73,Prosetín,Chrudim
270 35,Malinová,Rakovník
430 01,Málkov,Chomutov
267 01,Málkov,Beroun
441 01,Blatno,Louny
615 00,Brno,Brno-město
382 91,Malonty,Český Krumlov
258 01,Vracovice,Benešov
285 06,Rataje nad Sázavou,Kutná Hora
382 73,Malšín,Český Krumlov
586 03,Malý Beranov,Jihlava
267 24,Velký Chlumec,Beroun
405 02,Starý Šachov,Děčín
295 01,Ptýrov,Mladá Boleslav
742 35,Mankovice,Nový Jičín
569 92,Rohozná,Svitavy
341 01,Maňovice,Klatovy
471 11,Česká Lípa,Česká Lípa
686 05,Uherské Hradiště,Uherské Hradiště
471 56,Mařenice,Česká Lípa
679 06,Lipovec,Blansko
363 01,Jáchymov,Karlovy Vary
702 00,Ostrava,Ostrava-město
783 65,Hlubočky,Olomouc
542 32,Velké Svatoňovice,Trutnov
440 01,Hřivice,Louny
394 70,Nová Cerekev,Pelhřimov
588 56,Markvartice,Jihlava
675 22,Markvartice,Třebíč
382 32,Zubčice,Český Krumlov
507 42,Markvartice,Jičín
407 42,Markvartice,Děčín
747 14,Markvartovice,Opava
664 71,Maršov,Brno-venkov
257 55,Maršovice,Benešov
471 61,Chlum,Česká Lípa
468 01,Maršovice,Jablonec nad Nisou
549 31,Velké Petrovice,Náchod
542 32,Maršov u Úpice,Trutnov
769 01,Martinice,Kroměříž
594 01,Martinice,Žďár nad Sázavou
395 01,Martinice u Onšova,Pelhřimov
512 32,Martinice v Krkonoších,Semily
675 44,Martínkov,Třebíč
549 73,Martínkovice,Náchod
723 00,Ostrava,Ostrava-město
353 01,Vlkovice,Cheb
277 13,Záryby,Praha-východ
294 06,Sukorady,Mladá Boleslav
252 07,Štěchovice,Praha-západ
412 01,Ploskovice,Litoměřice
503 03,Máslojedy,Hradec Králové
250 69,Máslovice,Praha-východ
252 66,Máslovice,Praha-východ
282 01,Masojedy,Kolín
669 02,Mašovice,Znojmo
413 01,Vrbice,Litoměřice
675 22,Mastník,Třebíč
592 12,Matějov,Žďár nad Sázavou
378 81,Český Rudolec,Jindřichův Hradec
473 01,Radvanec,Česká Lípa
373 63,Mazelov,České Budějovice
391 81,Mažice,Tábor
289 36,Mcely,Nymburk
294 77,Mečeříž,Mladá Boleslav
252 06,Měchenice,Praha-západ
439 31,Měcholupy,Louny
335 51,Měcholupy,Plzeň-jih
364 64,Otročín,Karlovy Vary
387 36,Mečichov,Strakonice
345 21,Meclov,Domažlice
539 01,Raná,Chrudim
538 31,Chrudim,Chrudim
671 40,Medlice,Znojmo
768 02,Zborovice,Kroměříž
664 66,Medlov,Brno-venkov
682 01,Medlovice,Vyškov
687 41,Medlovice,Uherské Hradiště
346 01,Srby,Domažlice
337 01,Medový Újezd,Rokycany
387 73,Měkynec,Strakonice
747 84,Melč,Opava
664 64,Mělčany,Brno-venkov
591 01,Žďár nad Sázavou,Žďár nad Sázavou
277 31,Velký Borek,Mělník
277 38,Mělnické Vtelno,Mělník
277 41,Mělník,Mělník
276 01,Mělník,Mělník
267 27,Měňany,Beroun
251 63,Všestary,Praha-východ
675 31,Menhartice,Třebíč
503 64,Měník,Hradec Králové
664 57,Měnín,Brno-venkov
664 55,Měnín,Brno-venkov
405 02,Merboltice,Děčín
594 42,Měřín,Žďár nad Sázavou
594 01,Měřín,Žďár nad Sázavou
362 34,Merklín,Karlovy Vary
517 54,Vamberk,Rychnov nad Kněžnou
783 24,Měrotín,Olomouc
752 01,Měrovice nad Hanou,Přerov
418 04,Měrunice,Teplice
250 64,Měšice,Praha-východ
391 56,Tábor,Tábor
586 01,Měšín,Jihlava
338 43,Mešno,Rokycany
671 07,Uherčice,Znojmo
551 01,Nahořany,Náchod
517 71,Očelice,Rychnov nad Kněžnou
270 23,Městečko,Rakovník
569 41,Městečko Trnávka,Svitavy
289 03,Městec Králové,Nymburk
387 42,Předmíř,Strakonice
739 49,Metylovice,Frýdek-Místek
345 06,Mezholezy,Domažlice
435 13,Meziboří,Most
340 12,Mezihoří,Klatovy
256 01,Soběhrdy,Benešov
507 81,Mlázovice,Jičín
582 91,Dolní Město,Havlíčkův Brod
552 05,Mezilečí,Náchod
549 23,Mezilesí,Náchod
549 81,Meziměstí,Náchod
792 01,Mezina,Bruntál
391 31,Meziříčí,Tábor
675 26,Meziříčko,Třebíč
588 27,Meziříčko,Žďár nad Sázavou
392 01,Mezná,Tábor
393 01,Mezná,Pelhřimov
405 02,Hřensko,Děčín
267 16,Mezouň,Beroun
715 00,Ostrava,Ostrava-město
412 01,Michalovice,Litoměřice
285 22,Petrovice I,Kutná Hora
580 01,Michalovice,Havlíčkův Brod
101 00,Praha,Hlavní město Praha
106 00,Praha,Hlavní město Praha
503 51,Kratonohy,Hradec Králové
679 61,Míchov,Blansko
671 29,Strachotice,Znojmo
747 84,Mikolajice,Opava
686 09,Uherské Hradiště,Uherské Hradiště
407 79,Mikulášovice,Děčín
696 19,Mikulčice,Hodonín
568 02,Mikuleč,Svitavy
419 01,Mikulov,Teplice
692 01,Mikulov,Břeclav
675 22,Mikulovice,Třebíč
671 33,Mikulovice,Znojmo
756 24,Mikulůvka,Vsetín
434 01,Bečov,Most
592 51,Milasín,Žďár nad Sázavou
289 11,Milčice,Nymburk
387 01,Milejovice,Strakonice
753 61,Milenov,Přerov
594 51,Milešín,Žďár nad Sázavou
411 32,Velemín,Litoměřice
683 54,Milešovice,Vyškov
507 71,Miletín,Jičín
257 91,Červený Újezd,Benešov
350 02,Milhostov,Cheb
353 01,Zádub-Závišín,Cheb
506 01,Slatiny,Jičín
588 05,Milíčov,Jihlava
669 02,Milíčovice,Znojmo
739 81,Milíkov,Frýdek-Místek
338 43,Milínov,Plzeň-jih
332 04,Milínov,Plzeň-jih
347 01,Milíře,Tachov
468 03,Rádlo,Jablonec nad Nisou
698 01,Veselí nad Moravou,Hodonín
679 22,Milonice,Blansko
683 33,Milonice,Vyškov
386 01,Miloňovice,Strakonice
438 01,Měcholupy,Louny
270 04,Milostín,Rakovník
696 05,Milotice,Hodonín
753 67,Milotice nad Bečvou,Přerov
792 01,Milotice nad Opavou,Bruntál
768 02,Soběsuky,Kroměříž
691 88,Milovice,Břeclav
508 01,Milovice u Hořic,Jičín
270 54,Milý,Rakovník
471 24,Mimoň,Česká Lípa
398 04,Minice,Písek
438 01,Velemyšleves,Louny
463 12,Šimonovice,Liberec
464 01,Višňová,Liberec
582 82,Vepříkov,Havlíčkův Brod
277 51,Nová Ves,Mělník
412 01,Miřejovice,Litoměřice
384 86,Vacov,Prachatice
257 65,Miřetice,Benešov
400 02,Povrly,Ústí nad Labem
671 72,Miroslavské Knínice,Znojmo
338 43,Mirošov,Rokycany
592 55,Mirošov,Žďár nad Sázavou
251 66,Mirošovice,Praha-východ
398 01,Mirotice,Písek
793 44,Tvrdkov,Bruntál
789 01,Mírov,Šumperk
357 35,Mírová,Karlovy Vary
250 63,Veleň,Praha-východ
333 01,Ves Touškov,Plzeň-jih
398 06,Mirovice,Písek
280 02,Třebovle,Kolín
285 01,Miskovice,Kutná Hora
768 52,Míškovice,Kroměříž
335 63,Míšov,Plzeň-jih
431 58,Místo,Chomutov
696 04,Svatobořice-Mistřín,Hodonín
471 13,Nový Oldřichov,Česká Lípa
561 64,Mistrovice,Ústí nad Orlicí
335 63,Nové Mitrovice,Plzeň-jih
394 43,Mladé Bříště,Pelhřimov
542 24,Mladé Buky,Trutnov
783 21,Mladeč,Olomouc
747 54,Mladecko,Opava
507 45,Mladějov,Jičín
785 01,Mladějovice,Olomouc
569 35,Mladějov na Moravě,Svitavy
341 42,Zavlekov,Klatovy
679 01,Boskovice,Blansko
561 67,Mladkov,Ústí nad Orlicí
564 01,Mladkov,Ústí nad Orlicí
570 01,Poříčí u Litomyšle,Svitavy
788 03,Nový Malín,Šumperk
675 32,Mladoňovice,Třebíč
379 01,Mladošovice,České Budějovice
538 43,Ronov nad Doubravou,Chrudim
378 02,Novosedly nad Nežárkou,Jindřichův Hradec
405 02,Františkov nad Ploučnicí,Děčín
507 58,Mlázovice,Jičín
277 07,Vraňany,Mělník
338 08,Mlečice,Rokycany
412 01,Mlékojedy,Litoměřice
503 51,Mlékosrby,Hradec Králové
281 44,Toušice,Kolín
339 01,Plánice,Klatovy
383 01,Volary,Prachatice
339 01,Poleň,Klatovy
345 35,Postřekov,Domažlice
344 01,Mrákov,Domažlice
463 31,Nová Ves,Liberec
339 01,Mlýnské Struhadlo,Klatovy
392 01,Mlýny,Tábor
413 01,Mnetěš,Litoměřice
394 92,Mnich,Pelhřimov
345 22,Mnichov,Domažlice
386 01,Mnichov,Strakonice
353 01,Mnichov,Cheb
257 65,Mnichovice,Benešov
440 01,Chožov,Louny
252 10,Mníšek pod Brdy,Praha-západ
345 61,Močerady,Domažlice
250 87,Mochov,Praha-východ
286 01,Močovice,Kutná Hora
417 13,Modlany,Teplice
251 01,Modletice,Praha-východ
582 22,Modlíkov,Havlíčkův Brod
687 06,Modrá,Uherské Hradiště
407 02,Jílové,Děčín
375 01,Modrá Hůrka,České Budějovice
664 42,Modřice,Brno-venkov
511 01,Modřišice,Semily
262 42,Modřovice,Příbram
335 01,Mohelnice,Plzeň-jih
294 13,Mohelnice nad Jizerou,Mladá Boleslav
675 75,Mohelno,Třebíč
403 31,Ústí nad Labem,Ústí nad Labem
535 01,Mokošín,Pardubice
364 53,Čichalov,Karlovy Vary
539 44,Nové Hrady,Ústí nad Orlicí
517 71,Mokré,Rychnov nad Kněžnou
747 62,Mokré Lazce,Opava
332 01,Mokrouše,Plzeň-město
503 15,Mokrovousy,Hradec Králové
262 03,Mokrovraty,Příbram
511 01,Všeň,Semily
417 81,Moldava,Teplice
281 63,Kouřim,Kolín
535 01,Morašice,Pardubice
671 71,Morašice,Znojmo
569 51,Morašice,Svitavy
538 02,Morašice,Chrudim
530 02,Moravany,Pardubice
696 50,Moravany,Hodonín
533 72,Moravany,Pardubice
664 48,Moravany,Brno-venkov
393 01,Moraveč,Pelhřimov
592 54,Moravec,Žďár nad Sázavou
592 62,Moravecké Pavlovice,Žďár nad Sázavou
434 01,Havraň,Most
747 84,Moravice,Opava
739 04,Morávka,Frýdek-Místek
785 01,Štěpánov,Olomouc
691 55,Moravská Nová Ves,Břeclav
664 64,Moravské Bránice,Brno-venkov
664 34,Moravské Knínice,Brno-venkov
682 01,Moravské Málkovice,Vyškov
500 06,Hradec Králové,Hradec Králové
500 11,Hradec Králové,Hradec Králové
792 01,Moravskoslezský Kočov,Bruntál
672 01,Moravský Krumlov,Znojmo
696 85,Moravský Písek,Hodonín
691 01,Moravský Žižkov,Břeclav
798 28,Mořice,Prostějov
267 17,Mořina,Beroun
267 18,Mořinka,Beroun
742 72,Mořkov,Nový Jičín
768 33,Morkovice-Slížany,Kroměříž
691 72,Morkůvky,Břeclav
742 51,Mošnov,Nový Jičín
435 02,Most,Most
544 75,Mostek,Trutnov
565 01,Mostek,Ústí nad Orlicí
330 35,Zahrádka,Plzeň-sever
338 28,Hlohovice,Rokycany
798 02,Mostkovice,Prostějov
739 98,Mosty u Jablunkova,Frýdek-Místek
683 33,Mouchnice,Hodonín
685 01,Mouřínov,Vyškov
664 55,Moutnice,Brno-venkov
257 21,Mrač,Benešov
588 54,Mrákotín,Jihlava
539 01,Mrákotín,Chrudim
345 01,Mrákov,Domažlice
250 63,Mratín,Praha-východ
538 54,Jenišovice,Chrudim
512 04,Mříčná,Semily
768 61,Mrlínek,Kroměříž
783 65,Mrsklesy,Olomouc
331 52,Mrtník,Plzeň-sever
282 01,Mrzky,Kolín
270 64,Mšec,Rakovník
466 04,Jablonec nad Nisou,Jablonec nad Nisou
757 01,Lešná,Vsetín
250 91,Zeleneč,Praha-východ
334 01,Vřeskovice,Klatovy
710 00,Ostrava,Ostrava-město
712 00,Ostrava,Ostrava-město
251 62,Mukařov,Praha-východ
696 11,Mutěnice,Hodonín
386 01,Mutěnice,Strakonice
785 01,Mutkov,Olomouc
373 49,Mydlovary,České Budějovice
349 52,Křelovice,Plzeň-sever
588 56,Mysletice,Jihlava
396 01,Mysletín,Pelhřimov
588 62,Mysliboř,Jihlava
675 60,Myslibořice,Třebíč
739 41,Palkovice,Frýdek-Místek
739 47,Palkovice,Frýdek-Místek
398 04,Myslín,Písek
330 23,Myslinka,Plzeň-sever
391 16,Myslkovice,Tábor
763 01,Mysločovice,Zlín
339 01,Myslovice,Klatovy
262 31,Vrančice,Příbram
503 15,Myštěves,Hradec Králové
336 01,Ždírec,Plzeň-jih
338 05,Mýto,Rokycany
381 01,Hořice na Šumavě,Český Krumlov
538 62,Nabočany,Chrudim
391 37,Tábor,Tábor
412 01,Lovečkovice,Litoměřice
471 56,Cvikov,Česká Lípa
398 52,Nadějkov,Tábor
588 27,Nadějov,Jihlava
357 31,Loket,Sokolov
330 11,Nadryby,Plzeň-sever
506 01,Střevač,Jičín
257 24,Vranov,Benešov
463 52,Ralsko,Česká Lípa
549 07,Nahořany,Náchod
441 01,Valeč,Karlovy Vary
751 14,Nahošovice,Přerov
377 01,Lodhéřov,Jindřichův Hradec
373 48,Nákří,České Budějovice
675 71,Naloučany,Třebíč
783 44,Náměšť na Hané,Olomouc
262 42,Chrást,Příbram
763 61,Napajedla,Zlín
675 03,Nárameč,Třebíč
261 01,Narysov,Příbram
391 31,Nasavrky,Tábor
565 01,Nasavrky,Ústí nad Orlicí
696 36,Násedlovice,Hodonín
671 76,Našiměřice,Znojmo
468 22,Zlatá Olešnice,Jablonec nad Nisou
763 32,Návojná,Zlín
739 92,Návsí,Frýdek-Místek
384 01,Nebahovy,Prachatice
516 01,Rokytnice v Orlických horách,Rychnov nad Kněžnou
517 61,Rokytnice v Orlických horách,Rychnov nad Kněžnou
332 09,Štěnovický Borek,Plzeň-město
332 04,Nebílovy,Plzeň-jih
664 48,Nebovidy,Brno-venkov
386 01,Nebřehovice,Strakonice
277 34,Nebužely,Mělník
438 01,Tuchořice,Louny
415 01,Bystřany,Teplice
696 31,Nechvalín,Hodonín
396 01,Senožaty,Pelhřimov
262 13,Nečín,Příbram
370 06,Nedabyle,České Budějovice
370 07,Nedabyle,České Budějovice
370 08,Nedabyle,České Budějovice
687 12,Nedachlebice,Uherské Hradiště
687 38,Nedakonice,Uherské Hradiště
514 01,Horka u Staré Paky,Semily
763 32,Nedašov,Zlín
763 32,Nedašova Lhota,Zlín
503 12,Neděliště,Hradec Králové
277 14,Nedomice,Mělník
592 62,Nedvědice,Brno-venkov
569 92,Nedvězí,Svitavy
341 01,Nehodiv,Klatovy
250 81,Nehvizdy,Praha-východ
362 22,Nejdek,Karlovy Vary
583 01,Nejepín,Havlíčkův Brod
561 63,Nekoř,Ústí nad Orlicí
335 47,Nekvasovy,Plzeň-jih
666 01,Nelepeč-Žernůvka,Brno-venkov
751 03,Nelešovice,Přerov
684 01,Němčany,Vyškov
562 01,Podlesí,Ústí nad Orlicí
280 02,Němčice,Kolín
345 06,Němčice,Domažlice
384 11,Němčice,Prachatice
387 19,Němčice,Strakonice
294 42,Němčice,Mladá Boleslav
679 51,Němčice,Blansko
768 43,Němčice,Kroměříž
533 52,Němčice,Pardubice
570 01,Němčice,Svitavy
798 27,Němčice nad Hanou,Prostějov
671 53,Němčičky,Znojmo
691 07,Němčičky,Břeclav
664 66,Němčičky,Brno-venkov
338 24,Němčovice,Rokycany
417 65,Ohníč,Teplice
387 01,Němětice,Strakonice
783 01,Olomouc,Olomouc
258 01,Tehov,Benešov
683 33,Nemochovice,Vyškov
683 03,Nemojany,Vyškov
683 33,Nemotice,Vyškov
506 01,Nemyčeves,Jičín
294 29,Nemyslovice,Mladá Boleslav
266 01,Nenačovice,Beroun
783 75,Věrovany,Olomouc
696 37,Nenkovice,Hodonín
373 65,Neplachov,České Budějovice
747 74,Neplachovice,Opava
503 63,Nepolisy,Hradec Králové
285 11,Nepoměřice,Kutná Hora
335 01,Nepomuk,Plzeň-jih
262 42,Nepomuk,Příbram
588 67,Stará Říše,Jihlava
563 01,Horní Čermná,Ústí nad Orlicí
439 71,Nepomyšl,Louny
293 01,Nepřevázka,Mladá Boleslav
273 75,Neprobylice,Kladno
533 41,Neratov,Pardubice
664 91,Neslovice,Brno-venkov
374 01,Ločenice,České Budějovice
251 67,Nespeky,Benešov
257 01,Veliš,Benešov
403 32,Povrly,Ústí nad Labem
262 72,Nestrašovice,Příbram
270 07,Nesuchyně,Rakovník
664 54,Nesvačilka,Brno-venkov
267 27,Nesvačily,Beroun
395 01,Pošná,Pelhřimov
594 44,Netín,Žďár nad Sázavou
384 11,Netolice,Prachatice
288 02,Netřebice,Nymburk
332 04,Netunice,Plzeň-jih
763 15,Neubuz,Zlín
345 62,Neuměř,Plzeň-jih
273 26,Neuměřice,Kladno
267 24,Neumětely,Beroun
335 55,Neurazy,Plzeň-jih
588 62,Nevcehle,Jihlava
294 13,Neveklovice,Mladá Boleslav
398 04,Nevězice,Písek
337 01,Nevid,Rokycany
685 01,Nevojice,Vyškov
344 01,Nevolice,Domažlice
508 01,Nevratice,Jičín
330 11,Nevřeň,Plzeň-sever
270 23,Nezabudice,Rakovník
342 01,Nezamyslice,Klatovy
798 26,Nezamyslice,Prostějov
332 04,Nezbavětice,Plzeň-město
687 32,Nezdenice,Uherské Hradiště
334 01,Nezdice,Plzeň-jih
342 01,Nezdice na Šumavě,Klatovy
335 44,Nezdřev,Plzeň-jih
551 01,Rožnov,Náchod
373 02,Všemyslice,České Budějovice
332 04,Nezvěstice,Plzeň-město
384 73,Nicov,Prachatice
387 01,Nihošovice,Strakonice
594 55,Níhov,Brno-venkov
691 71,Nikolčice,Břeclav
691 65,Nikolčice,Břeclav
675 41,Nimpšov,Třebíč
387 01,Nišovice,Strakonice
768 13,Nítkovice,Kroměříž
798 61,Niva,Prostějov
687 51,Nivnice,Uherské Hradiště
592 51,Střítež,Žďár nad Sázavou
267 05,Nižbor,Beroun
395 01,Kámen,Pelhřimov
684 01,Nížkovice,Vyškov
739 51,Nižní Lhoty,Frýdek-Místek
793 05,Norberčany,Olomouc
565 01,Zálší,Ústí nad Orlicí
691 64,Nosislav,Brno-venkov
739 51,Nošovice,Frýdek-Místek
739 24,Ostrava,Ostrava-město
724 00,Ostrava,Ostrava-město
675 21,Zašovice,Třebíč
393 01,Nová Buková,Pelhřimov
394 15,Nová Cerekev,Pelhřimov
790 53,Stará Červená Voda,Jeseník
407 47,Rybniště,Děčín
768 21,Nová Dědina,Kroměříž
783 83,Nová Hradečná,Olomouc
342 01,Prášily,Klatovy
591 01,Vojnův Městec,Žďár nad Sázavou
286 01,Kluky,Kutná Hora
696 74,Nová Lhota,Hodonín
378 53,Nová Olešná,Jindřichův Hradec
507 91,Nová Paka,Jičín
344 01,Pasečnice,Domažlice
792 01,Nová Pláň,Bruntál
588 56,Nová Říše,Jihlava
588 65,Nová Říše,Jihlava
793 31,Rudná pod Pradědem,Bruntál
570 01,Nová Sídla,Svitavy
378 42,Nová Včelnice,Jindřichův Hradec
440 01,Nová Ves,Louny
345 06,Nová Ves,Domažlice
334 41,Nová Ves,Plzeň-jih
387 19,Nová Ves,Strakonice
675 21,Nová Ves,Třebíč
250 63,Nová Ves,Praha-východ
664 91,Nová Ves,Brno-venkov
364 64,Nová Ves,Sokolov
471 12,Volfartice,Česká Lípa
691 23,Pohořelice,Brno-venkov
373 15,Nová Ves,České Budějovice
277 52,Nová Ves,Mělník
349 53,Konstantinovy Lázně,Tachov
594 51,Nová Ves,Žďár nad Sázavou
544 01,Kocbeře,Trutnov
430 01,Hora Svatého Šebestiána,Chomutov
375 01,Olešník,České Budějovice
289 02,Chotěšice,Nymburk
378 02,Číměř,Jindřichův Hradec
517 21,Nová Ves,Rychnov nad Kněžnou
280 02,Nová Ves I,Kolín
282 01,Rostoklaty,Kolín
280 02,Svojšice,Kolín
792 01,Staré Město,Bruntál
378 09,Nová Ves nad Lužnicí,Jindřichův Hradec
468 27,Nová Ves nad Nisou,Jablonec nad Nisou
512 71,Nová Ves nad Popelkou,Semily
262 04,Nová Ves pod Pleší,Příbram
294 01,Nová Ves u Bakova,Mladá Boleslav
582 73,Nová Ves u Chotěboře,Havlíčkův Brod
391 55,Nová Ves u Chýnova,Tábor
570 01,Nová Ves u Jarošova,Svitavy
378 07,Rapšach,Jindřichův Hradec
582 82,Nová Ves u Leštiny,Havlíčkův Brod
592 31,Nová Ves u Nového Města na Moravě,Žďár nad Sázavou
398 11,Žďár,Písek
582 91,Nová Ves u Světlé,Havlíčkův Brod
398 32,Vráž,Písek
664 64,Nové Bránice,Brno-venkov
380 01,Staré Hobzí,Jindřichův Hradec
592 12,Nové Dvory,Žďár nad Sázavou
679 13,Vavřinec,Blansko
285 31,Nové Dvory,Kutná Hora
257 89,Červený Újezd,Benešov
362 21,Nové Hamry,Karlovy Vary
539 45,Nové Hrady,Ústí nad Orlicí
373 33,Nové Hrady,České Budějovice
385 01,Nové Hutě,Prachatice
683 41,Hvězdlice,Vyškov
386 01,Štěkeň,Strakonice
407 61,Staré Křečany,Děčín
544 01,Bílá Třemešná,Trutnov
538 07,Liboměřice,Chrudim
749 01,Nové Lublice,Opava
503 51,Nové Město,Hradec Králové
120 00,Praha,Hlavní město Praha
128 00,Praha,Hlavní město Praha
692 01,Přítluky,Břeclav
595 01,Nové Sady,Žďár nad Sázavou
747 06,Nové Sedlice,Opava
357 34,Nové Sedlo,Sokolov
271 01,Nové Strašecí,Rakovník
441 01,Veliká Ves,Chomutov
277 21,Želízy,Mělník
592 14,Nové Veselí,Žďár nad Sázavou
749 01,Větřkovice,Opava
394 27,Vyklantice,Pelhřimov
784 01,Mladeč,Olomouc
470 02,Stvolínky,Česká Lípa
471 24,Noviny pod Ralskem,Česká Lípa
417 31,Novosedlice,Teplice
387 16,Novosedly,Strakonice
691 82,Novosedly,Břeclav
378 17,Novosedly nad Nežárkou,Jindřichův Hradec
335 01,Prádlo,Plzeň-jih
250 63,Brázdim,Praha-východ
269 01,Nový Dům,Rakovník
289 32,Nový Dvůr,Nymburk
345 06,Kout na Šumavě,Domažlice
270 35,Řeřichy,Rakovník
583 01,Nová Ves u Chotěboře,Havlíčkův Brod
500 08,Hradec Králové,Hradec Králové
756 04,Nový Hrozenkov,Vsetín
267 03,Nový Jáchymov,Beroun
592 42,Nový Jimramov,Žďár nad Sázavou
344 01,Nový Kramolín,Domažlice
634 00,Brno,Brno-město
344 01,Pařezov,Domažlice
551 01,Nový Ples,Náchod
696 16,Nový Poddvorov,Hodonín
691 81,Nový Přerov,Břeclav
394 04,Nový Rychnov,Pelhřimov
669 02,Nový Šaldorf-Sedlešovice,Znojmo
671 81,Nový Šaldorf-Sedlešovice,Znojmo
344 01,Česká Kubice,Domažlice
743 01,Slatina,Nový Jičín
378 53,Český Rudolec,Jindřichův Hradec
675 05,Nový Telečkov,Třebíč
250 75,Nový Vestec,Praha-východ
252 16,Nučice,Praha-západ
281 63,Nučice,Praha-východ
412 01,Travčice,Litoměřice
251 01,Nupaky,Praha-východ
398 11,Paseky,Písek
739 95,Nýdek,Frýdek-Místek
592 65,Nyklovice,Žďár nad Sázavou
679 61,Nýrov,Blansko
679 72,Nýrov,Blansko
261 01,Občov,Příbram
262 21,Obecnice,Příbram
798 23,Obědkovice,Prostějov
789 74,Libina,Šumperk
503 51,Obědovice,Hradec Králové
671 81,Znojmo,Znojmo
440 01,Obora,Louny
331 51,Obora,Plzeň-sever
679 01,Obora,Blansko
294 04,Obrubce,Mladá Boleslav
508 01,Chomutice,Jičín
262 12,Obořiště,Příbram
792 01,Oborná,Bruntál
263 01,Obory,Příbram
394 12,Obrataň,Pelhřimov
435 21,Obrnice,Most
431 55,Radonice,Chomutov
294 03,Obruby,Mladá Boleslav
591 01,Obyčtov,Žďár nad Sázavou
339 01,Obytce,Klatovy
798 52,Ochoz,Prostějov
664 02,Ochoz u Brna,Brno-venkov
679 23,Ochoz u Tišnova,Brno-venkov
439 87,Očihov,Louny
675 71,Ocmanice,Třebíč
289 07,Odřepsy,Nymburk
664 64,Odrovice,Brno-venkov
683 08,Studnice,Vyškov
675 55,Odunec,Třebíč
281 30,Ohaře,Kolín
506 01,Ohařice,Jičín
506 01,Ohaveč,Jičín
517 84,Ohnišov,Rychnov nad Kněžnou
518 01,Ohnišov,Rychnov nad Kněžnou
503 54,Ohnišťany,Hradec Králové
345 22,Poběžovice,Domažlice
370 06,Ledenice,České Budějovice
262 23,Ohrazenice,Příbram
511 01,Ohrazenice,Semily
387 16,Volenice,Strakonice
252 45,Ohrobec,Praha-západ
252 46,Ohrobec,Praha-západ
798 03,Ohrozim,Prostějov
675 02,Okarec,Třebíč
798 03,Malé Hradisko,Prostějov
471 62,Okna,Česká Lípa
412 01,Polepy,Litoměřice
252 64,Okoř,Praha-západ
675 01,Slavičky,Třebíč
286 01,Okřesaneč,Kutná Hora
674 01,Okřešice,Třebíč
290 01,Okřínek,Nymburk
675 21,Okříšky,Třebíč
680 01,Okrouhlá,Blansko
473 01,Okrouhlá,Česká Lípa
398 43,Okrouhlá,Písek
378 42,Okrouhlá Radouň,Jindřichův Hradec
582 31,Okrouhlice,Havlíčkův Brod
582 53,Okrouhlička,Havlíčkův Brod
254 01,Okrouhlo,Praha-západ
783 22,Olbramice,Olomouc
